label	text_a	text_b
0	館	即係佢哋
1	炒冷飯	指喺實質內容不變嘅情況下，重覆做一啲已經做過嘅事、或者講一啲已經講過嘅話題、推出一啲已經推出過嘅產品；略帶貶義
1	脹	物體體積變大
0	圖	非常趕急，緊急又重要
1	行	計一排嘢嘅單位
0	報	食物煮熟之後搵凍水沖一沖
1	應	答覆其他人
1	轉頭	遅啲；晏啲；一陣之後；通常後面會接住不遠嘅將來嘅行動，或者會發生嘅事
0	蝙蝠	插隻手去底部，再向外翻開
1	酬勞	做好一件事之後得到嘅額外金錢或者禮物（量詞：份）
0	亞士匹靈 / 亞斯匹靈	同鬧交
1	檸檬	水果名；喺熱帶生長，橢圓形，成熟後呈黃色、味酸；可以做飲料同藥用，果皮可以整油（量詞：個／隻）
0	別	男女雙方經人介紹後，以交往甚至結婚為前提嘅約會
0	警局	用好多錢，唔識節約
1	咩	疑問代詞；「乜嘢」嘅合音
0	熟悉	唔重要嘅；好小事嘅
0	賤	冇乜反應、表情
0	示範	將孕婦嘅肚切開，係分娩嘅方式之一
0	程	加班，由英文名詞、副詞 overtime 縮寫而嚟
0	撻	一種收藏物件用嘅箱形器具，通常係長方形，有蓋或者有門（量詞：個）
1	而家 / 依家	呢一刻；呢個時候
0	當	即蓋飯，一種日本料理，啲餸直接放喺飯上面，而唔係分開上
0	咩	生產商或商戶承諾提供嘅產品維修或換貨服務
0	弒	令對方覺得冇癮、心煩、提唔起興致
1	矮	由地下到最頂端嘅長度好短；唔高
0	外婆	一係⋯就⋯；一係
0	藐視	喺外國成長嘅華人
1	雞眼	皮膚因爲磨擦太多生出嚟嘅厚枕（繭），多數生喺腳度，壓到會痛（量詞：粒）
0	唔使問阿貴 / 唔使問阿桂	為滿足某國嘅入籍或者居留條件而長期留喺當地
0	毆	形容短而高音嘅聲
0	屎	畀人跳舞聯誼嘅聚會（量詞：個）
0	親手	河流嘅一部分
0	拍	形容人啱啱加入一個組織或者機構
0	嘉賓	陰道的別稱; 屄
1	局	計算棋類或球類等活動的單位
0	歷歷在目	加喺「冇」以外嘅單音節動詞後面，表示對受事者嘅否定，並且處於比較高漲嘅情緒狀態
0	凶多吉少	用鼻吸入
0	不治之症	主動用眼去接收資訊；望；見
0	囚	人人覺得會輸嗰一方反而贏咗；大熱倒灶
0	呻	因為疾病或意外，全身或者身體某部份冇知覺甚至郁唔到
0	倦容	對外嘅立場或者態度
0	波 / ball	性交嘅時候突然死亡
0	餓	用語言或者行為去表達對一個人嘅蔑視
0	乒嘭	馬路中心嘅一個範圍，俾過馬路過到一半嘅行人停低，避開啲車（量詞：個）
0	鬼叫	即伏特；量度電壓嘅單位，簡寫係「V」
1	迪士尼	一間國際知名，主要製作卡通動畫嘅公司、品牌，最有代表性嘅卡通人物係米奇老鼠
1	初	開始，開端，開頭
0	側跟	綁匪殺死人質
0	厭	做咗衰野之後人地未問就已經將做過嘅野暴露咗出黎
0	不擇手段	未煮熟嘅
0	除得開	問人哋年齡嘅敬語
0	坪洲	中午時段；有時指中午至到天黑之前呢段時間（量詞：個）
0	樂曲	形容行為缺德、冇良心（原本指暗中行善嘅德行，而家已經冇咗呢個意思）
0	𠝹 / 鎅	因為歷史同品質而具收藏價值嘅物品（量詞：件）
0	泡芙	地位低下，家境貧窮（比較多喺書面語見到）
0	蝦蝦霸霸	淨係有
1	知慳識儉	會節制理財，減少開支，唔會大使
0	炒粉	做某啲詞語最後一個字嘅時候嘅讀法
0	公民	黃昏之後，天空變黑，直至第二朝太陽重新升起之間嘅時間（量詞：個）
0	NICAM	形容人品格差劣，卑鄙下流，或言行上對人刻薄
0	優閒	（強光）令到對眼唔舒服，甚至痛楚
1	噼噼 / pat pat	人體盆骨部分嘅肉
0	倖存者	有缺口；啲嘢有一忽冇咗
0	做乜嘢	以政府、機構或者組織名義，將獎狀或者獎盃送俾人，以表示鼓勵、嘉許、或者感謝
1	捏造	整一啲假嘅文件、證據或者說詞出嚟呃人
0	隔離	屋企裡面唯一嘅仔或者女；冇兄弟姊妹嘅
1	勞作	小朋友整嘅手工藝品，尤其是喺學校上堂整嗰啲
1	竇	動物嘅巢穴
0	地步	實驗室
0	舅父	動物名；水陸兩棲嘅爬蟲類動物，腳比較短，有尾同鱗片（量詞：條／群）
0	失魂	人工咁解，但係語感正經啲（量詞：筆）
0	美	練習或者使用中國武術
1	剖腹生產	將孕婦嘅肚切開，係分娩嘅方式之一
0	罨耷 / 噏耷	化學元素，原子序係1，符號係H
1	檢控	刑事起訴
0	訪問	唔需要借助直接支撐，都可以喺半空停留
1	麵 / 麪	用麥粉加水同埋其他材料製造出嚟主食，含有豐富嘅澱粉質，可以令人飽肚，通常係長條型，一般會用水淥熟咗先，可以放湯食，亦可以用嚟炒或者撈（量詞：條）
1	辦 / 板	（商品）樣本（量詞：個）
1	健談	咩都講到兩句；可以同人講好耐嘢
1	十五湖	類似牌九嘅紙骨牌遊戲
0	鏹水	表示認同對方嘅嘢
0	難	有分別；同其他嘢唔一樣
1	傻	愚蠢、智力比常人低
0	何處	地區名；位於中國嘅省級行政區；首府係烏魯木齊
0	罐	哺乳類動物，係常見嘅寵物；有好高嘅跳躍力，夜行，有夜視能力，識得捉老鼠（量詞：隻）
1	澀	生果未熟時嘅酸苦味
0	新	指稱物理上或者心理上接近自己／聽者嘅某個人、某樣嘢
0	暴力	毫無關係
0	不羈	一齊學習或工作嘅分組組別（量詞：個）
0	矩	一種圓筒形，上面開頂（或者可以打開）嘅容器（量詞：個）
1	逃走	物理上遠離危險，如地方、物件或者人
1	瞰	由高處向下望
0	爆料	數目唔多
0	滾	表示時間過去、事情完成、狀態去到某一個程度
0	中間	一路；持續
0	煲機	因為其他人嘅外表或行為而感到陶醉、甜密、受落
1	加納	國家名；位於非洲西部嘅國家，首都係阿克拉。
1	敗北	俾人打低，輸咗。
0	應	中國傳說中嘅瑞獸；頭似龍，有一隻角，身就似馬；性情溫和，被視為仁獸；相傳會喺聖人出現或者天下太平嘅時代現身（量詞：隻／條）
0	腍 / 林	追求過度享受；大使、過度消費；揮霍浪費金錢
0	頒	喺物體上面施力，夾硬令佢攝入一個細啲嘅空間入面
1	駁	將兩樣嘢連接埋一齊
0	寫字樓	做好一件事之後得到嘅額外金錢或者禮物（量詞：份）
0	發現	掹，將一啲原本質得實實地嘅嘢用力拉或扯出嚟
1	悔	覺得自己有嘢做錯咗，想重新再做過嘅感覺
1	牙痛噉聲 / 牙痛咁聲	比喻一個人非常唔想做一樣嘢
0	諗落	完全搵唔到方法解決問題
1	品味	一個人對物件「點為之靚」嘅睇法、審美觀同埋生活態度
0	洪水橋	於；用嚟帶出事件嘅地點、時間
0	聽	表示事情經過曲折變化之後，終於有結果
1	假扮	用唔係自己真正嘅身份去行事
0	寶貝	指家庭或者情侶重逢：好耐冇見，之後見返面
0	小姐	一本書或者一套法例裏面分設嘅部份，會按時序、議題、情節發展階段等因素而決定點樣分設，長過條、節
1	打籠通 / 打龍通	串謀做壞事
0	立竿見影	相當之受歡迎、好多人想擁有嘅商品或者人才（量詞：件／樣）
0	沙士	將責任推卸去人哋度
0	乒嘭	剝奪一個人嘅行動自由
1	龍	神話傳說嘅動物，響東亞文化入邊，象徵吉祥，能夠飛天同呼風喚雨，係古代皇室嘅象徵（量詞：條／隻）
0	通頂	外科醫生用刀、剪、針線等醫療器具喺病人身體進行切除、縫合等治療嘅方法，以恢復或者改善身體功能（量詞：個）
0	粉果	貴客
0	除 / 𡃴	一種透明嘅塑膠薄膜，有少少黏性，可以用嚟包住食物，阻隔空氣，令食物可以擺耐啲（量詞：張／層）
1	崩	有缺口；啲嘢有一忽冇咗
1	包括	形容一樣野裡面有啲咩成分。
0	朕	已經過發育年齡而胸部平坦嘅女性，略帶貶義
0	划	喺一個範圍入面，所有生產、流動、消費活動，同佢哋彼此之間嘅關係
0	心肝椗	之前講好咗會見面
1	蠔	有殼嘅海洋生物；可生食或者熟食；有啲品種會生產珍珠（量詞：隻）
0	BB / 啤啤	同講者自己嘅身份、特質有關嘅（後面唔需要量詞）
1	臉頰	面珠墩；塊面嘅兩側，顴骨附近嘅位置
1	油	由動物脂肪或者植物提煉出嚟嘅黃色液體，滑潺潺，可以用嚟煎炸食物 （量詞：滴／支／羹）
0	啞鈴	掹，將一啲原本質得實實地嘅嘢用力拉或扯出嚟
0	念茲在茲	關係或者言語含糊不清
0	除	地方社群每隔一段時間舉行嘅傳統活動：全鄉齋戒，舉行一系列道教科儀，向神祇謝罪祈福、酬謝神恩，以求淨化社區（量詞：次／屆）
1	戌	地支嘅第十一位，詳情見天干地支。
1	聰	聽覺
0	士擔	上級斥責做錯事嘅下級
0	拾下拾下 / 煠下煠下	生產商或商戶承諾提供嘅產品維修或換貨服務
0	光棍	類似牌九嘅紙骨牌遊戲
1	踢爆	揭露一啲鮮為人知或被刻意隱瞞嘅事（口吻冇咁正式）
1	掗拃 / 𦜖膪	佔用太多空間
0	比利時	少社交；唔積極參與活動
0	撐 / 撑	分派資源
0	村	毒品「安非他命」嘅花名
0	揪 / 抽	記得清清楚楚，猶如呈現眼前
0	倒掛金鈎	年長嘅男交通督導員嘅俗稱（量詞：個）
0	剖腹生產	水果名；喺熱帶生長，橢圓形，成熟後呈黃色、味酸；可以做飲料同藥用，果皮可以整油（量詞：個／隻）
0	咁耐以嚟	即係回應；回答
0	桔	條邊有尖齒 嘅刀片，透過前後郁動將木材等物料截斷嘅工具（量詞：把）
0	簿	形容一樣野裡面有啲咩成分。
0	戒口	娛樂、占卜或者賭博嘅平面方型用具，帶有花式、數字或者標記（量詞：張／隻／疊）
0	進修	同竇；動物嘅巢穴
0	芥蘭	位置低啲嘅地方
0	冇啦冇掕 / 冇挐冇掕	冇拍拖或者冇結婚嘅
1	閒閒哋	好容易就；最少都要，指要做到某件事最基本要達到嘅條件
0	大不了	考慮完之後；事情過咗之後再考慮
1	三番四次	重覆又重覆噉去做某件事
0	黃皮白心	突然間、無啦啦死咗
0	特製	去其他人嘅地頭（通常係為咗挑釁對方或者去搞事）
0	支付	樹嘅一種，果實食得，係白色嘅，又叫做白果 。（量詞：粒）
0	兄長	英國貨幣幣值嘅一種
0	耍	由政府開設，提供培訓同就業機會俾殘疾人士嘅地方（量詞：間）
0	恨不得	幼身嘅紅蘿蔔（量詞：條）
1	筆	（錢）一嚿；一個總和嘅錢
1	想	認為、覺得
0	激	用嚟切嘢嘅工具，扁平而且非常鋒利（量詞：把）
0	驚	一啲物質為人體帶嚟刺痛、燒灼嘅感覺
0	蝦	喺體育比賽之中攞到冠軍
1	得失	令人感到冒犯
0	刺繡	唔易爛、拉唔斷
1	小販	喺路邊擺檔賣嘢嘅人（量詞：個）
1	警署	隸屬某區嘅差人同其他職員辦公嘅建築物，亦係存放裝備、車輛以及羈留疑犯嘅場所；呢個係正式嘅叫法（量詞：間）
0	令	一個人做錯事之後受嘅痛苦或者損失（量詞：個）
1	演嘢	為咗引人注意而做啲自以為能夠顯露身手嘅行為，帶貶義
0	訓示	用法同「之」。日文本身讀 no [nɔ̜ ̝]，係「…之…、…嘅…」噉解...
0	揦	座位或者列隊嘅頭一行或頭幾行
1	故	以前嘅；好耐之前嘅；經歷咗好長時間嘅
0	別	形容短而高音嘅聲
0	不勝枚舉	違背同其他人嘅合同或者協議
0	救主	生煎嘅餃子（量詞：隻）
1	清楚	確切知道；非常了解
0	區區	（影像）邊界分明，容易辨識；（說話）明白具體；唔模糊
0	朵	一種可以煮熟食用嘅紫色植物果實（量詞：個）
1	緊	急、快、唔停止（少用）
0	波	指一件事一清二楚冇疑點、係常識、好易估到或者個個都知
0	如常	理想、充滿優點、水準高
0	伉儷	用方法顯示一啲嘢係真嘅、正確嘅
0	現在	唔係咁鍾意，不過都仲接受到
0	話之 / 話知	唔乖；反叛；行為差
1	接濟	畀金錢或者物質上嘅援助
0	信	由一種情況變成、換成另一種
0	不等	喺廣東一帶紥根並且發揚嘅傳統表演藝術，又稱大戲
0	分	香港地名；位於九龍東部，鄰接西北面嘅油塘，並且喺調景嶺 嘅西南面
0	觸目皆是	化學元素，原子序係50，符號係Sn，係一種金屬，特性係質地比較軟，唔容易氧化
1	獨子	屋企裡面唯一嘅仔；冇兄弟姊妹（量詞：個）
0	小販	天干嘅第三位；詳情見天干地支。
1	沊 / 丼	掉嘢落水入面發出嘅聲音
0	貳	爲某啲組織發聲嘅代言人，帶負面意思
0	肥妹	傳統中國社會入面嘅婢女或女僕（量詞：個）
0	飛機場	丟棄；攞走一啲冇用嘅嘢
0	跛腳	或者；可能
0	眼	向對方表示自己將會做某樣嘢
0	雲	啱啱大肚，作嘔作悶，冇胃口
0	涼亭	係山脊上面最凹入去嘅地方
1	第一手	由源頭獲得
0	究竟	身體唔舒服，通常用嚟形容輕微嘅病，例如屙、嘔、肚痛。
0	祂	國家名；位於非洲西部嘅國家，首都係阿克拉。
0	好好睇睇	講咗唔吉利嘅嘢之後用該字，以表示唔吉利的東西唔會靈驗
0	倀雞 / 掁雞	成功嘅秘訣（量詞：個）
0	上晝	錢
0	籠統	睇「嚟」
0	第一手	一種工藝；利用針線，喺布上面縫上花樣圖案（量詞：件／幅）
0	等	中止某個行為
0	瑣碎	阿媽嘅阿哥或細佬嘅老婆（量詞：個）
1	寶島	台灣嘅別名
0	安非他命	講；傾
0	喺 / 响	可能；或者
0	覺得	唔多；好少
0	不拘	寫出嚟嘅；有文字記錄嘅；用文字表意嘅
0	來	貓嘅叫聲
1	涼亭	畀人休息、遮陰、避雨、觀賞嘅戶外有蓋設置（量詞：個／座）
0	真跡 / 真蹟	無論；再
0	極力子	經過雕琢、有藝術性、富音樂感嘅文字；狹義指句式工整、押韻嘅作品（量詞：首）
1	兜攬	響街上邊拉客
0	磨爛蓆	利用或者搵出人哋嘅弱點或者把柄
0	不過	一種用嚟洗馬桶嘅清潔工具（量詞：個）
0	攝位	形容啲聲唔夠清，例如某人聲沙、音響系統有雜聲
1	袞袞諸公	眾多身居高位嘅官員，有包含尸位素餐嘅諷刺。
1	戒口	一段時間内唔食某啲嘢；通常係為健康原因
1	包含	形容一啲物件類面有啲(通常係)好野
0	庇護工場	傳統中國社會入面嘅婢女或女僕（量詞：個）
0	牛	用偷步或者打尖等手法嚟霸住一個空間
0	從	男方喺女方陰道內射精；源自日文漢字
1	統計	搜集、整理、分析同研究數據資料
0	爆	樹木密集生長嘅地方
0	不絕	由頭到尾；一直
0	菜	喺同一個地方再睇多次醫生
1	熱情	對任何人都好似對朋友咁好，會照顧其他人嘅需要，擅長同人交流
1	鑊氣	火候同大細火
1	燉 / 炖	將調咗味嘅食材直接加水或湯汁，先用大火煲滾，再以小火慢煮，等到食材軟熟入味為止
0	彌撒	做一樣嘢唔會有效果、回報，只係折磨自己嘅精神
1	呼和浩特	城市名；位於中國東北部嘅城市，係內蒙古嘅首府
0	返 / 番	用文火慢慢噉煮食物
1	陛	帝王宫殿嘅樓階，引伸為同皇帝有關嘅嘢。
0	不及	舊時男性對自己妻子嘅謙稱
1	飛屎 / Face	體面、名譽，同面子
1	撕票	綁匪殺死人質
1	姦	唔合乎道德嘅性行爲，譬如婚外情
1	中暑	指空氣高溫多濕，身體無法衡溫，導致體溫過高嘅症狀
0	罷市	將啲唔同嘅嘢（通常係液體）混合埋一齊
0	繼續	用力向下撞擊桌面或地面，以發出悶響
1	教育	有系統噉傳播知識同價值觀嘅過程
1	公僕	喺政府打工嘅人
1	解放	將束縛消除；得到自由
0	許	唔好；壞；差
1	囚禁	將一個人關閉喺某個固定地方，令佢失去喺出面行動嘅自由
0	已經	厄運；災禍
1	送	運輸，由一個地方將某個物件拎到另一地方
0	曱甴 / 甴曱	英國一種幣值 pence 嘅譯音，面值係百分之一英鎊
0	孭飛	從一個本源分裂
0	駁	嗰個瞬間；嗰刻；用嚟喺「就」字句入面，帶出觸發後續事件嘅原因、條件，或者該事件發生嘅時間
0	空窗期	用嚟稱呼對方嘅敬稱
0	假扮	唔好彩，令人遺憾
0	姣屍燉篤 / 姣屍扽篤	開始寫（或者畫）一份作品
0	脫	用鉗狀物夾住
1	撈亂	唔同嘅嘢放埋一齊，冇分開到
1	放飛機	應承咗出席一個約會，但最後冇出現
1	課餘	返學以外嘅空閒時間
0	從來 / 從嚟	灰心、失望嘅樣
1	取	攞；獲得
1	老虎都打死幾隻	比喻人身體好，冇病痛
0	陸	指手腳唔靈活
0	醒目	經USB線連接電子產品嘅外置叉電器嘅俗稱，亦有人叫佢做「尿袋」（量詞：個）
0	巢穴	正視，尤其指一啲想逃避嘅人或者問題
1	有事慢慢講	用嚟緩和緊張嘅局面，主張對方商量咗先，唔好採取激烈行動住
0	坡	指香港警察，有強烈嘅反諷成份
0	獼猴桃	表達眾數或者不可數
0	間尺	返學以外嘅空閒時間
1	budget / 筆直	預算；預留用喺某個特定目的嘅錢
0	鴉烏婆 / 丫烏婆	生煎嘅餃子（量詞：隻）
0	得失	幫一班人揸主意食乜
0	稿	煮熟咗嘅米。係東方人嘅主要糧食。（量詞：粒／碗）
1	屈	拗彎、摺曲
0	勾結	天光之後、中午之前嘅時間
0	晏晝飯	感覺到輕微、隱約嘅痛楚
0	仟	即係郵票或者印花稅票，係英文字「stamp」嘅音譯（量詞：張）
0	分手	同其他人講嘢，內容通常係一啲輕鬆、無特定題目嘅閒事
0	陸	阿爸嘅家姐（量詞：個）
0	為	用尖而幼細嘅嘢插入
0	隨便	瞓覺時因為呼吸受阻，令呼吸道結構嘅軟組織振動而發出聲音；通常喺睡眠不足或者有睡眠窒息症時發生，當事人一般都唔知道同埋控制唔到
0	不知幾	一種通常戴喺手腕嘅迷你時鐘，用嚟顯示時間（量詞：隻）
1	落	下降，跌
0	戒口	加喺數量（名）詞短語後面，表示大概、大約
0	機構	指性行為嗰陣陽具插入冇耐，甚至插入之前已經射精；早洩
0	休克	溫度高
1	自然	順住事情發展，係符合預期嘅結果
0	過大海	成日同某一班人一齊；通常有負面意思
0	棘	關係或者言語含糊不清
0	病	負責管理煮房，有時要煮埋嘢。通常係老一輩，又或者做飲食業嘅人先會用呢個詞。
0	打躉	形容將啲嘢拉得好緊
0	前後	香港特有嘅一種電子收費系統，利用塑膠卡上面嘅晶片紀錄俾錢，可以用嚟搭車同買嘢（量詞：張）
0	揸	一樣事情或者學科嘅深入認識，以及對當中未知領域嘅探索
0	load	順應、遵守指令或者規則
0	痛腳	應該盡快
1	一	1；自然數入面最開頭嗰個
0	姣	（形容畫面、電影）血腥；打打殺殺 嘅
0	應景	用嚟將賓語(object)抽出嚟放喺動詞前面嘅介詞
1	段落	由句組成，可以表達到較完整嘅描述、敍述、推論嘅文章單位（量詞：個）
1	赤	感覺到輕微、隱約嘅痛楚
1	甲	天干嘅第一位，詳情見天干地支。
1	貴庚	問人哋年齡嘅敬語
0	家產	捲起（衫袖或者褲腳）
0	休克	軟身、有開口用嚟裝嘢嘅袋或者封筒
1	訃聞	有人死咗嘅公告（通常登喺報紙嘅） （量詞：段／篇／則）
1	波羅雞 / 菠蘿雞	歇後語：一味靠黐；形容專靠打關係佔人便宜嘅人（量詞：隻）
0	調配	身心發展未成熟嘅人；小朋友；細路
0	百姓 / 老百姓	流行、受歡迎
0	撻	形容一樣嘢或者一個環境唔衛生、唔乾淨、唔潔淨
1	搶手貨	相當之受歡迎、好多人想擁有嘅商品或者人才（量詞：件／樣）
1	孖展	投資工具，向第三方借錢用嚟買股票，增加槓桿
1	拐杖 / 枴杖	俾行動不便嘅人揸住嚟行路嘅工具（量詞：支）
0	經歷	將所有嘢包括其中；好快咁掠過
0	關於	手下，係一個貶稱（量詞：條）
1	土瓜灣	香港地區名；喺九龍城區嘅東南部，以住宅區同輕工業區為主
1	脖	頸
0	腍 / 林	衰到連講都講唔出口
1	心肝脾肺腎	中醫講嘅五臟
1	溝	淺而窄嘅坑道；通常係俾水流過
0	搶手貨	湊熱鬧；見人做自己又跟住做，唔知為乜
0	腫	固定居住嘅地方
1	除夕	新年前一日；一年嘅最後一日（量詞：個）
0	柒 / 𨳍	地支嘅第六位，詳情見天干地支。
0	呢 / le	氣管分泌出嚟嘅黏液（量詞：篤）
0	財源廣進	利用或者搵出人哋嘅弱點或者把柄
1	頂住檔	臨時負責某人嘅工作
0	不謀而合	喺液體表面或者氣體之中停留，而唔向下沉
0	漸漸	勞動或者犯罪時所需嘅工具，包括黑幫毆鬥嘅武器
0	山埃貼士	可以引導人搵到答案嘅資訊（量詞：個）
1	閉氣	暫時忍住唔呼吸；暫停呼吸
0	不要	（形容地方）簡陋、污糟、霉霉地
0	相反	拗彎、摺曲
0	機密	用錢交換服務或貨品
0	課餘	唔只，除咗呢樣仲有其他
1	擴大	將範圍向外伸展
0	嗎啡	唔係；唔配叫做
1	BB / 啤啤	哨子嘅別稱，來自哨子嘅聲（量詞：個）
1	富麗堂皇	靚得嚟有氣派，感覺用咗好多錢
0	奔波	雲南出產嘅一種茶，通常喺市面上見到嘅都經過渥堆（後發酵），茶色褐紅，喺香港係一種好常見嘅茶（量詞：壺／甖／盅）
0	趣緻	小島
0	超	承受；忍受
0	便士	原本指板球運動中投手連續令三名打擊手退場；後來延伸用喺足球比賽方面，指球員喺一場球賽入面連續踢入三球以上
0	勝負	表達複數／不可數嘅量詞
1	埋尾	做完一件事嘅最後階段
0	板	喺路邊擺檔賣嘢嘅人（量詞：個）
0	薄	但係，用嚟表達前句同後句有轉折關係
1	奔放	好自由自在, 無拘無束
0	熱烈地彈琴熱烈地唱	或者；可能
0	博取	唔超出某個範圍嘅上限
0	廢	指稱遠處
0	淡季	話一啲嘢畀人聽
0	另起爐灶	用言語或者行動去惹人哋，以至發生打交或者鬧交嘅場面
0	肥妹	帶出某樣嘢由乜嘢組成
1	伶人	傳統戲劇嘅演員
1	童	身心發展未成熟嘅人；小朋友；細路
0	彈	擬聲詞，描述一啲易碎硬物跌落地或者互相撞擊時後發出嘅聲音，例如搬嘢嘅時候發出嘅噪音
0	簿	一種有名嘅綠茶（量詞：壺／甖／盅）
0	壹	新嘅，未壞嘅。
0	wou / 汪	將聲音或者影像保存落嚟，等之後有得聽返睇返
0	耽	室內辦公，特別係會做文書工作嘅地方（量詞：間／個）
0	易手	問人哋年齡嘅敬語
1	諗	將思緒集中放喺一件事上，去回憶、想像、思考、推理
1	大使 / 大洗	用好多錢，唔識節約
0	落湯雞	咩都講到兩句；可以同人講好耐嘢
0	戇鳩當有趣	誓不兩立嘅仇人（量詞：個）
0	團圓	天干嘅第一位，詳情見天干地支。
0	柒 / 𨳍	午餐 （量詞：餐）
1	啞鈴	舉重健身用嘅器材，中間係條橫杠，左右通常係一樣重量嘅金屬塊（量詞：個）
0	副業	好快噉望下，冇詳細噉睇
0	chur	香港地區名；位於九龍，喺旺角東南面、紅磡 北面
1	遏	抑制；制止
0	壞	急、快、唔停止（少用）
1	逐	一個接一個
1	迂腐	表示陳舊、不合時宜嘅思想／想法
1	碗	一種用嚟裝嘢食嘅器皿，頂部最大，底部逐漸收窄，有一定深度，可以用嚟放飯同湯（量詞：個／隻）
1	白熱化	形容一件事嘅局勢激烈
0	不但	建築物入面
0	繃	機器發出提示用嘅聲音
0	骨痺 / 骨痹	下午小睡
0	屌 / 𨳒	車呔；包裹住車軨嘅圓形黑色橡膠 （量詞：個）
0	傻的嗎	飲醉；醉到不省人事
0	烏蠅	化學元素，原子序係82，符號係Pb，係一種金屬
1	黑洞	宇宙裏面嘅一種天體；質量大到會吞噬喺佢附近嘅一切，連光線都走唔甩 （量詞：個）
0	把戲	派軍隊去一個地方
1	翻閹	換另一個形式，做返同一間機構，差唔多嘅職位，通常用於退休或應該離職嘅官員
0	精	才思敏捷，亦都指小聰明
0	傳閱	想法同做法都同其他人唔同
1	令	形容啲嘢有光澤、會反光，所以喺唔同嘅角度睇會有眨下眨下嘅視覺效果
0	漚仔	無所事事；冇嘢做；漫無目的噉周圍hea
0	普	國家名；位於非洲西部嘅國家，首都係阿克拉。
0	攤開	用經過反覆風乾同發酵嘅煙草捲成嘅香煙（量詞：枝）
0	爆拆 / 爆擦	建築物出面、冇瓦遮頭嘅地方
0	索馬里	穩定，唔易俾人炒嘅工（量詞：個）
1	伯公	地方社群對土地神嘅稱呼（見土地）
1	企	盼望；希望
0	好	處理審訊、訴訟嘅機關，亦指進行進行審訊、訴訟嘅地方 （量詞：個／間）
0	手板眼見功夫 / 手扳眼見功夫	一樣事情或者學科嘅深入認識，以及對當中未知領域嘅探索
0	碘	蠢；笨；智商低下
0	衣櫃	政府或機構用大量資金或者政策推高價格
0	feel	俾提議嗰陣成日會用嘅詞
0	笨	用嚟提問，意思係「點解」
0	哼	國家名；位於東非嘅國家，首都係摩加迪沙
0	談	蠢蠢哋；唔得醒目；天然呆
0	不過	形容戀人之間嘅交流太過甜蜜，令其他人覺得難頂或者尷尬
1	俾心機 / 畀心機	叫人加油，鼓勵人嘅說話
0	貸款	懸浮喺大氣層中液態或結晶嘅水同其他物質，平時係白色嘅，積聚水份多咗冇咁透光，就會變成灰黑色（量詞：嚿）
0	賓至如歸	身體唔舒服，通常用嚟形容輕微嘅病，例如屙、嘔、肚痛。
1	過身	死亡嘅含蓄講法
0	啱	一種生性膽怯嘅鳥類，唔鍾意結群互動
0	拆	唔熱衷社交，鍾意自己一個或者同熟人一齊，比較靜 同低調
0	拆散	預先準備好
0	既	形容紅加藍而成嘅顏色，例如係薰衣草嘅顏色
0	ATM	非常忙
1	花	後綴，表示未完成就預售嘅商品
1	馬上風	性交嘅時候突然死亡
0	繼續	指水或者風打斜噉移動
1	麻麻哋 / 麻麻地	水準唔係幾好，但又未至於好差
1	傭	受聘用嘅人
0	哎	用藤條或其它棒條抽打
0	磁頭	帽或其他類似物品嘅量詞
0	表面	（影像）邊界分明，容易辨識；（說話）明白具體；唔模糊
1	曖昧	關係或者言語含糊不清
0	等等	一個可以俾人參考嘅例子同做法
0	搖搖欲墜	因為對某事物有興趣，所以願意投入好大努力嘅情感
0	撈	十分之一
1	柒 / 𨳍	加強語氣，通常係好嬲，或者搞笑、諷刺
1	訓示	上級斥責做錯事嘅下級
0	校	用偷步或者打尖等手法嚟霸住一個空間
0	館	未經批准
0	室內	能夠；相等於粵語嘅「識＋動詞」或者「動詞＋得」
0	匙羹	捉住
0	蹦	第一人稱複數代詞；包括自己同其他人
1	保證 / 保証	好肯定噉話俾人聽自己一定可以做到／避免某啲事
0	爆竊	有指係人肉身死咗之後留喺人間嘅靈魂，部份佛教教派叫呢種狀態做「中有」；有時會以「嗰啲嘢」、「污糟嘢」婉轉代指（量詞：隻）
0	斧頭	一種宣傳嘅方式，用平面、錄像等等方法去推銷一樣嘢（量詞：個）
0	踢死兔	建築物或車、船等可以開關嘅出入口；又或設喺出入口度，可以關閉嘅裝置。（量詞：棟／道）
0	同埋	得知；收到消息；用語較為正式
0	扯鼻鼾	因為太過驚訝或其他原因而無言以對，擘大個口得個窿
1	為難	唔想答應其他人嘅要求，又被迫要做，而覺得無奈
0	烏蠅	講到某主題、某方面；關於；用某個準則比較
1	才華	文學、藝術方面嘅非凡能力
0	揪 / 抽	從人哋口中得知
0	笨	法則；規則
0	殘廢	唔好彩，令人遺憾
0	超	坐交通工具去目的地
1	啱身	形容衣物尺寸適中，唔太大亦唔太細
1	士紳化 / 仕紳化	社會現象一種，指一個地區因為物價同租金低廉，而受中產同發展商覬覦，佢哋隨住地區重建而進駐，之後佢哋嘅消費習慣同經濟力量，就會推高當地物價同租金，變相迫走原本住響嗰度嘅居民同商舖，例如cafe趕走茶餐廳...
1	合併	將唔同嘅個體擺埋一齊，組成一嚿新嘅嘢
1	毛巾	有吸水力、用嚟抹乾水份嘅布（量詞：條）
0	班子	用嚟覆述自己或者人哋講過嘅嘢，唔耐煩嗰時用
1	倒	向後或者反轉
